conversation_id,turn_no,utterance,new_agent_reply,Gemma Single Response,PPL,BLEU-2,BERTScore-F1,Distinct-2,ROUGE-1
30,9,I cannot afford more than $22000.,"We can provide you this package for $27400, let's meet in the middle, Sir.","Okay, let's see what we can do within your budget.",17.77,0.032,0.54,1.0,0.308
30,11,"$27400 is too much, I cannot accept $27400, let's meet in the middle.","I'm sorry to say, but I am obliged to provide you the service considering the package, which is providing you a thrilling experience. This is for your satisfaction; please increase your budget.","Okay, how about $25500?",89.331,0.0,0.341,1.0,0.0
30,13,"I want the service, but I cannot increase my budget.","This is a combination of everything that can be offered in wildlife, and it is the cheapest package price with the best service.","Okay, let’s see what we can do. How about a basic package with wildlife viewing platforms and camera rental for $22000?",57.331,0.031,0.452,1.0,0.267
30,15,"I want to try this, I like this place, but I cannot go beyond $22800.","Sorry, no we cannot accept this deal.","Okay, let’s see what we can do. How about $26900?",26.538,0.033,0.444,1.0,0.111
31,1,"Hey, this is the best package for me, can you please provide me the list of facilities and prices for it?","The package is offering services which include Accommodation, Transportation, Meals, Island Excursions.","Sure, here’s the list of facilities and prices: [List of facilities and prices]",48.079,0.0,0.361,0.833,0.077
31,3,"I want to experience Scuba Diving, so please add Scuba Diving package.","Ok, I will add Scuba Diving and the cost of the tour package will be $22900.","Okay, let's add Scuba Diving. The Scuba Diving package will cost an additional $300.",32.128,0.273,0.743,1.0,0.452
31,5,I don't want to go underwater but I am sure I will like everything else that is in the package.,"You cannot afford more than $22900, we respect your budget, therefore we will recommend you a better budget option for accommodation, which is Beachfront Lounging, by which the whole package will cost you only $22900.","Okay, no problem. Let me adjust the package accordingly.",72.902,0.003,0.388,1.0,0.091
31,7,"Ok, I would like to add Beachfront Lounging as an amenity.","Thanks for your consent, we are adding Beachfront Lounging as an amenity.","Okay, let's add Beachfront Lounging to your package. The total cost will be $22900.",50.085,0.128,0.594,1.0,0.222
31,9,"Oh, I can't afford it?","Don't worry, sir, I can offer you the tour package for $22200, let me know what you think about it.",I understand your concern. Let's explore more affordable options.,98.324,0.011,0.453,1.0,0.129
31,11,"Seems to me that you have to increase the budget, sir, I think we should close the deal at $18000.","I will have to make one more phone call because of this increase, let's say you pay $21400.","Okay, let’s see what we can do. How about $18000?",17.511,0.0,0.489,1.0,0.133
31,13,"It's okay, I will pay $21400.",I am the Agent and I will accept the package on behalf of the Customer.,Great! Your total is $21400. Let’s confirm the final details.,34.127,0.02,0.44,1.0,0.077
32,1,What is the meal arrangement included in the Wellness Retreat package?,"The package has some standard meal arrangements as you want, like Breakfast- Continental, Indian, and Sri Lankan; Lunch- Indian, International; Dinner- Indian, Chinese, Sri Lankan.","Breakfast, lunch, and dinner are included.",25.379,0.002,0.502,1.0,0.258
32,3,"The package doesn't match with my requirement for food, I want some options like Thai, Japanese, and French, etc.","Please let me know what food choices you want, we will make it happen. Let me know when you will be coming.","Okay, let’s explore those options for you.",37.771,0.0,0.431,1.0,0.133
32,5,"I want to eat Veg and Non-Veg food, let me know which of the food would you provide in the meal plan.","I have a meal plan for veg food, please select one.",We can definitely accommodate both vegetarian and non-vegetarian options. Let’s discuss the specific cuisines you’d like to see in the meal plan.,20.918,0.015,0.515,1.0,0.111
32,7,"I am a strict vegetarian, no onion, no garlic.","Thanks to you for considering the deal as valid, we appreciate your time.","Okay, noted. We can definitely accommodate that.",72.089,0.0,0.435,1.0,0.1
33,1,"Hello, I am interested in this package, so could you tell me about the Eco Tour?","Dear Sir/Mam, it is a budget package which is offering you a range of amenities like Kayaking Adventure, Cycling Tour, Nature Photography Workshops, Yoga and Meditation Sessions, Local Village Visit, Cultural Exchange, Volunteering Opportunities, which will provide you lots of adventurous joy and thrilling experiences.",Certainly! The Eco Tour focuses on sustainable travel and wildlife viewing in Costa Rica.,147.123,0.003,0.504,1.0,0.067
33,3,Can you tell me about accommodation in Eco Tour?,This package is offering luxury accommodation so the customer can get the best accommodation.,"Sure, we offer comfortable guesthouses and eco-lodges.",58.344,0.0,0.516,1.0,0.091
33,5,How much is this package?,The package will cost you $16500.,It costs $1500 per person.,115.175,0.0,0.663,1.0,0.182
33,7,"Well, I can pay you $16500?","We are providing the most awesome tour experience of your life which includes, Accommodation, Meals, Transportation, Guided Nature walks, Yoga and Meditation sessions, Local village visit, Cultural exchange, and volunteering opportunities.",Great! Let's book it then.,66.895,0.0,0.347,1.0,0.0
33,9,"Not under my budget? Please try to understand, our budget is only $13,000.","We understand your budget, but this package is too low, we can offer you this package for $17000.",I understand. Let's see what we can do.,37.12,0.054,0.4,1.0,0.222
33,11,"I will pay $13000 for this package, no more concession please.","Sir, we understand your budget, we can offer you this package for $15400.",Let me see what I can do.,109.872,0.021,0.363,1.0,0.1
33,13,"I want this package but I cannot increase my budget, let's close this deal at $13200.","Great, let's plan for this tour package.","Okay, let’s do it for $13200.",51.844,0.049,0.647,1.0,0.4
34,1,Could you tell me where the transportation will be provided from and to?,"Sir, transportation will be provided in a jeep to the location where you wish to explore.",From the airport and back to the airport.,28.65,0.07,0.435,1.0,0.167
34,3,"I want to see many beautiful places in the package, please add the local guide to the package.","Ok, thanks. After adding local guides, the final tour cost is $19100.","Okay, I’ll add a local guide to your package.",83.144,0.027,0.548,1.0,0.182
34,5,"I appreciate this offer, but for this package, we cannot go higher than $15900.","Yes sir, that's fine. Just for this package, we can reduce it for you. We can give you this package for $18200 with no change in total amount.","Okay, let's adjust the package to fit your budget.",56.383,0.005,0.524,1.0,0.103
34,7,"Great, I am ready to book now.","I don't agree to this, Please call me.","Okay, let's proceed with the booking then.",76.233,0.0,0.369,1.0,0.0
35,1,"Hi, this package is looking great for me, what will be the cost of the Wildlife Safari?","This package will only cost you $35000, but you have to pay $1000 for booking this package to secure your seat.","$2,500 per person.",26.366,0.0,0.423,1.0,0.0
35,3,"I understand booking this package will incur a cost of $1000 and I understand this is your only way to secure my seat in this package. However, I will give you $23000 cash on hand and will pay your $1000 extra cost through my credit card. Please advise.","The package cost $28100; you are proposing a budget for the tour package as $28100. As I said earlier, we cannot go down to $28100. We can't give you the concession and we won't give you the concession. We have told you the price we can offer for the package. We'll be happy if you pay the full amount. But you must pay it today, because we have to pay our travel agent today.","Okay, I can definitely arrange that. Let me just confirm the total cost for you: $23000 + $1000 = $24000.",11.594,0.002,0.534,1.0,0.126
35,5,I cannot afford to make payment in full amount immediately. Please help me to pay later.,"Sir, we will charge you $27300, but if you want to pay later, we can make some arrangements regarding payments.","We can arrange payment in installments, but there will be a small fee of $500.",27.697,0.027,0.621,1.0,0.343
35,7,"I cannot go any higher than $23600, I will not pay anything except after I confirm the package, so can we be done in $23600?","Thanks for your patience, let's close the deal.","Okay, let's proceed with $23600.",51.017,0.039,0.535,1.0,0.267
36,1,"Hey!, I will buy this package, what will be the cost of Beach Getaway?",This package will cost you $45000 per couple.,$1200 for 7 days.,17.849,0.0,0.515,1.0,0.0
36,3,"I want a Sunset cruise in the evening, please add the amenity Sunset cruise.","Ok sure sir, and the final tour cost is $12400.","Okay, I'll add a Sunset cruise for an additional $1500. The total will be $46500 per couple.",29.4,0.0,0.608,1.0,0.071
36,5,"I cannot pay $12400, what do you say about $10300?","We cannot go for that, I can offer this package for $11800.","Let me see what I can do. Okay, $10300 is possible.",67.038,0.123,0.528,1.0,0.174
36,7,I can give this deal a second thought.,"Thanks for your time, I want to offer you the best price with the package so we can get the best deal.","Okay, no problem. Let me know if you change your mind!",18.146,0.016,0.396,1.0,0.121
37,1,"Hey!, I want to buy this package, what will be the cost of Capture the Moments Photography Tour?","It only costs you $45000, In this package you will get a lot of amenities like Drone Photography Assistance, Post-processing and Editing Sessions, Photography Gear Rental, Review Sessions, Editing Space, Photography Exhibitions Visits.",It’s $799.,92.886,0.0,0.397,1.0,0.054
37,3,Could you tell me what is the accommodation in Capture the Moments Photography Tour?,"The package is offering services which include Accommodation, Transportation, Meals, Photography Workshops.",It includes a 5-star hotel stay.,46.612,0.0,0.541,1.0,0.105
37,5,Please add Drone Photography Assistant in the package.,"Ok thanks for adding the amenity Drone Photography Assistance, the final tour cost would be $14200.","Okay, I can add that for an additional $3000.",44.237,0.017,0.547,1.0,0.08
37,7,"Thanks, I can afford only $11700.","In that price you can have some better services than the budgeted one, I will suggest you to go for the same.","Okay, let's see what we can do.",10.789,0.006,0.359,1.0,0.067
37,9,This is my budget.,"We should close the deal with acceptance, Thanks.","Okay, let's see what we can do within $11700.",25.961,0.0,0.46,1.0,0.111
38,1,"Hey!, please tell me about your package and price, what will be the cost of Historical Architecture Tour?","This is really an incredible package which will provide you a chance to have access to some of the most historical, architectural, breathtaking places. It includes a range of amenities like Historical Reenactment, Interactive Exhibits, Virtual Reality experiences, Audio tour, Architectural photography. You can make your trip memorable for a lifetime with this exclusive deal.",Certainly! Our Historical Architecture Tour costs $150 per person.,189.797,0.0,0.463,1.0,0.094
38,3,"It is very expensive, I can only go upto this price for this package.","It's too low, I can offer you this package in $23800.","Okay, let’s see what we can do to fit your budget.",22.632,0.03,0.436,1.0,0.167
38,5,"Sorry, I can only go upto $18800.","Sir, we cannot go down to $18800. Let's meet in the middle, I can offer you this package in $23100.","Okay, let's see what we can do.",10.789,0.011,0.444,1.0,0.276
38,7,"We don't like Interactive exhibits, please take them out.","You cannot afford more than $23100, we respect your budget, therefore we will recommend you a better budget option for activity that is a Historical guidebook, by which the whole package will cost you only $23100.","Okay, let's remove the interactive exhibits. How does $23100 sound?",136.741,0.002,0.438,1.0,0.085
38,9,"Ok, I would like to add that service.","Thanks for your consent, we are adding the Historical guidebook as a service.",Great! The Historical guidebook will be added to your package for $23100.,271.704,0.16,0.616,1.0,0.48
38,11,"It's a great tour package, adding the guidebook is a good option.","I am sorry, we cannot go down to $16000, as the guidebook is not included in this price.",Great! The final price is $23100.,54.848,0.008,0.575,1.0,0.25
38,13,"I want this package but I cannot increase my budget, let's close this deal in $16000.","Sorry sir, we cannot go that low down, but we can provide you a better option in the same budget.","I understand. Unfortunately, with the guidebook included, $16000 is not possible.",137.583,0.013,0.455,1.0,0.065
39,1,Could you tell me about accommodation included in the Cruise Package?,"Yes sir, this package will be offering a range of amenities like Kids game room, Themed Parties, Snorkeling Adventure, Casino, Fine Dining Restaurants.",Certainly! The cruise package includes accommodation in a standard cabin.,340.723,0.013,0.514,1.0,0.121
39,3,What about transportation facility in the Cruise Package?,The package offers luxurious and comfortable transportation.,Round-trip airfare and airport transfers are included.,32.313,0.049,0.562,1.0,0.133
39,5,I don't like Snorkeling Adventure.,"You cannot afford more than $0, we respect your budget, therefore we will recommend you this better budget option, that is the casino, by which the whole package will cost you only $23500.","Okay, no problem.",196.439,0.0,0.301,1.0,0.0
39,7,"Ok, I would like to add the casino as a service.","Thanks for your consent, we are adding the casino as a service.",Great choice! Adding the casino to your package. The total cost will be $23500.,78.389,0.128,0.551,1.0,0.308
39,9,What are the package prices?,The package will cost you $23800.,The package price is $23500.,100.316,0.259,0.743,1.0,0.364
39,11,"Sorry, this package is not within my budget, my budget is $20600. Can we not have a deal at this price?","Sir, I would like to recommend the amenity Kids game room, which will make the tour package cost only $23800. Would you like to?",Let me see what I can do.,109.872,0.004,0.332,1.0,0.065
39,13,I do not like the kids game room.,"Thanks for your consent, we are removing the amenity game room.",I understand. Let's explore other options within your $20600 budget.,71.153,0.03,0.431,1.0,0.091
39,15,"The game room is important for me, if you include it, I will book your package.","Sorry for the delayed reply, let's close the deal.","Okay, let's include the game room. The package will cost $23800. Shall we proceed with the booking?",57.27,0.033,0.501,1.0,0.286
40,1,"Hi!, what is the price of this package?",This package is for $18000 and we will provide you.,It depends on the package details. Could you please specify which package you're referring to?,17.089,0.022,0.425,1.0,0.154
40,3,"I like to watch birds, please add Birdwatching tool in the package.","Ok, thanks for adding the amenity Birdwatching Opportunities, the final tour cost is $29900.","Okay, I'll add a birdwatching tool to the package for an additional $500.",53.607,0.033,0.63,1.0,0.214
40,5,"So for the updated amenity, let's close the deal at $23100.","We can do it with the updated amenities: Binoculars rental, Camera rental, Walking safari guide, but will you increase your budget?","Okay, $23100 it is.",159.159,0.001,0.361,1.0,0.08
40,7,"I have to say no, I cannot bring my budget above $23100.","Sorry, we cannot go down to $23100. Let's meet in the middle, sir, we can provide you this package at $28700.","Okay, let's proceed with the $23100 package.",35.526,0.007,0.619,1.0,0.333
40,9,"I cannot afford $28700, what do you say for $23900?","This package will give you the thrill of wildlife viewing experience, and by this, you will enjoy your leisure time. Since the actual price is $28700.",Let's stick with $23900.,91.667,0.0,0.43,1.0,0.0
40,11,"Yes, I am interested in this package.","Thanks for your consent, we have added the package.",Great! Let’s finalize the booking then.,100.884,0.035,0.459,1.0,0.125
40,13,"Thank you, you have added the package?","Sir, should I recommend this amenity or not?",Great! Let's confirm the details.,36.516,0.0,0.382,1.0,0.0
40,15,"Yes, I would like to add the Lodge as a service.","Thanks for your consent, we are adding the Lodge as a service.","Okay, Lodge added. Final price is $29,900.",231.342,0.024,0.4,1.0,0.2
40,17,"Well, it is better, I will go for this package at $25000.",I agree with the terms and conditions to buy this tour package.,"Okay, $25000 it is.",94.18,0.0,0.407,1.0,0.0
41,1,"Hello, I want to buy this package, What is the cost?","Sir, This package includes some great amenities like Scuba Diving, Beach Games, Jet Skiing, Kids club, Beachfront Lounging, and Scooter rentals which will make your holiday memorable and fun.",It’s $1500 for the package.,40.406,0.0,0.42,1.0,0.057
41,3,"It's great, let's close this deal at $15900.","Considering I can't compromise on the experience, I can offer you a discount up to $12000.","Okay, $15900 it is. Shall I proceed with the booking?",54.854,0.026,0.501,1.0,0.148
41,5,"Sorry sir, $16500 is the max I have in my wallet, please let me buy with this budget and this price.","This package has every amenity that can give you an adventurous experience, so please reconsider your budget, I can provide you this package for $16500.","Okay, let’s see what we can do with $16500.",18.705,0.009,0.479,1.0,0.114
41,7,I think I already have everything which will be needed for this tour.,"Thanks for your consent, we are removing all the services, amenities, and equipment which were mentioned in previous utterances.","Okay, let's proceed with $16500 then.",61.504,0.0,0.383,1.0,0.0
41,9,"As you mention we are removing all the things, can we go as far as $16200?","Let's remove all the things, Sir, it will cost you $21000. (shows the offer document)","Yes, we can do that.",28.094,0.0,0.371,1.0,0.0
41,11,"I do not need to play Beach games, please remove the amenity Beach Games.","It's fine if you want to remove the amenity Beach Games, but as an option, we will recommend Beachfront Lounging, which will make the tour cost $21000.","Okay, let's remove Beach Games. The price is now $20800.",139.589,0.009,0.578,1.0,0.256
41,13,"Oh, thanks.","Thanks for your consent, we are adding the amenity Binocular rental.",You're welcome! How can I help you further?,27.385,0.0,0.395,1.0,0.0
41,15,"Thanks, I don't want something that I can only use once.","I know you want to make your stay in the Maldives memorable. You can choose this package, which costs $20000.","Okay, removing Binocular rental.",17770.626,0.0,0.356,1.0,0.0
41,17,"Sorry, I need something very reasonable in $20000, let's go with $16900.","The package we have provided you has everything that can fulfill your needs in a way, so please consider increasing the budget to $20900.","Okay, let’s see what we can do. How about $17500?",17.431,0.012,0.443,1.0,0.114
41,19,"I like to explore the depth of the sea, please add Scuba Diving in the package.","Sir, We cannot reduce the amount for this package, thank you for your time.","Okay, adding Scuba Diving. The package now costs $20900.",219.594,0.0,0.441,1.0,0.174
42,1,What does Beach Resort offer in scooter rental?,"Sir, This package offers scooter rentals for spot switching and many other facilities to make you feel like you're in Paradise.","We offer a variety of scooter rentals, from standard models to larger touring scooters. Prices start at $50 per day.",22.507,0.022,0.548,1.0,0.19
42,3,"I don't like this type of tour, please remove Scuba diving from the package.","You cannot afford more than $21900, we respect your budget, therefore we will recommend a better budget option for accommodation, that is Beachfront Lounging, which will make the whole package cost $21900.","Okay, I’ve removed scuba diving from the package.",283.123,0.002,0.42,1.0,0.098
42,5,"Yes, sounds good.","Thanks for your consent, we are adding the service Binocular rental.",Great! Let's finalize the Beachfront Lounging package for you.,88.164,0.042,0.497,1.0,0.19
42,7,"I like diving, please add Scuba Diving in the package.","Ok, thanks, the cost of the Scuba Diving tour is $23200.","Okay, we’ll add Scuba Diving back into the package.",172.011,0.163,0.535,1.0,0.286
42,9,"I can afford $23200 for the Scuba Diving tour only, please show me the offer again with this budget?","We have a package that fits your budget, let me show you the details.","Okay, here’s the revised offer with a budget of $23,200 for the Scuba Diving tour:",51.449,0.031,0.421,1.0,0.194
42,11,"I am in for $9000, I want the lowest rates or better services.","We got a good conversation, let's close the deal and you will enjoy the tour package.","Okay, let’s see what we can do within your $9000 budget. Here’s a revised package: [Details of revised package]",38.093,0.017,0.46,1.0,0.263
43,1,"Hey!, I want to buy this package, what will be the cost of Majestic Mountains Retreat?","Sir, it provides you a range of amenities like Camping equipment rental, Local guides, Hot Springs, Relaxation, Cultural Village Visit, Adventure activities. You need to pay $42000 only for this package which is a very budget price.","It's $2,500 per person.",19.1,0.0,0.473,1.0,0.047
43,3,Could you please tell me what kind of Accommodation we have in Adventure Trekking Expedition?,"As per package, you will get a luxurious beachfront resort for accommodation which is beautifully designed to make your stay comfortable and fulfilled with amiable services.",We offer comfortable tents with attached washrooms and dining facilities.,141.533,0.012,0.526,1.0,0.167
43,5,"Hey, I want to know the price of the tour package.",The package will cost you $17600.,It depends on the tour package you are interested in. Could you please specify which package you'd like to know the price for?,15.138,0.02,0.469,1.0,0.2
43,7,What about Meals in Adventure Trekking Expedition?,"This package is offering services which include Accommodation, Transportation, Meals, Guided Treks, Camping equipment rental, Local guides, Hot Springs, Relaxation, Cultural Village Visit, and Adventure activities.","Breakfast, lunch, and dinner are included.",25.379,0.002,0.528,1.0,0.125
43,9,"I would like to remove the adventure activities since it is so expensive and I never took an adventure activity, please remove the Adventure activities from the package.","You cannot afford more than $17600, we respect your budget, therefore we will recommend you a better budget option for Accommodation, Transportation, Meals, Guided Treks, and the whole package will cost you only $17600.","Okay, I’ll remove the adventure activities. The price will be updated.",153.874,0.005,0.443,1.0,0.087
43,11,"Ok, I would like to add only accommodation and transportation.","Thanks for your consent, we are adding accommodation and transportation as a service.","Okay, let's proceed with accommodation and transportation. The total cost will be $17600.",38.919,0.113,0.552,1.0,0.222
43,13,Could you tell me what is the transportation service in Adventure Trekking Expedition?,"Sir, this package is offering services which include Accommodation, Transportation, Meals, and Guided Treks.",It includes private car transfers.,985.196,0.0,0.536,1.0,0.105
43,15,"I prefer to go with a local guide, please add the amenity Local guide.","Yes, I will add Local guide amenity, with that package cost will be $19600 only.","Okay, I’ll add a local guide to the package.",82.757,0.027,0.589,1.0,0.4
43,17,"Hey, I can't go higher than $19000, let's close this deal in $19000.",$19600 is our final price with the selected amenities. Let me know if you??ª?d like any adjustments.,"Okay, let's proceed with $19000.",38.37,0.006,0.48,1.0,0.167
43,19,I cannot afford $19600.,"Thanks for your patience, let's close the deal.","Okay, let’s explore options below $19000.",151.978,0.0,0.495,1.0,0.25
44,1,Tell me Meals included in Mountain Resort package,"This package provides Breakfast, Lunch, and Dinner for your travel, this will make your journey more joyful.",Breakfast and dinner.,634.225,0.001,0.493,1.0,0.3
44,3,"Let me know the price of the package, please.",The package will cost you $19700.,The Mountain Resort package costs $1500 per person.,91.281,0.06,0.652,1.0,0.429
44,5,"Sorry sir, I cannot afford this price. Can we meet in the middle of $17200?","Sir, would you like to try the amenity Snowboarding?","Certainly, let's see what we can do.",32.622,0.0,0.402,1.0,0.0
44,7,No thanks.,"Thanks for your consent, we are removing the amenity Binocular rental.","Okay, let's proceed then.",95.286,0.0,0.376,1.0,0.0
44,9,Cannot accept this tour package since I don't need amenities which you have removed now.,"Thanks for giving time to us on call, can we close the deal with acceptance?",I understand. Let’s explore alternative packages.,472.345,0.0,0.421,1.0,0.0
45,1,Could you tell me about our culinary facility in Cultural Tour?,"Sir, we have many great culinary options in a cultural tour like...",Certainly! Our Cultural Tour includes a hands-on cooking class with a local chef.,92.36,0.025,0.525,1.0,0.231
45,3,"I won't need that, please remove Traditional performance amenity from the package.","As an option, if you want to remove Traditional performance, we can recommend a Cultural Shopping Excursion which makes this tour cost only $15800.","Okay, I’ve removed the traditional performance amenity.",1103.396,0.0,0.474,1.0,0.188
45,5,"Ok, I would like to add Cultural Shopping Excursion.","Thanks for your consent, we are adding Cultural Shopping excursion as an amenity.","Okay, let's add the Cultural Shopping Excursion to your package. The total cost will be $15800.",65.735,0.112,0.562,1.0,0.267
45,7,"Thanks!! I will accept it, is there any way to arrange for this excursion for just 2 people?","Sorry, we can provide you a complete tour package with a price of $24000 for 6 people.","Yes, absolutely.",245.097,0.0,0.316,1.0,0.0
45,9,I want this package with the price $12200.,"Cannot deny the exciting experience, we can provide you some similar package for $12500, please reconsider your budget.","Certainly, let me check the possibility of adjusting the package price to $12200 for 6 people.",99.218,0.031,0.554,1.0,0.176
45,11,"Yes, sounds good.","Thanks for your consent, we are adding Binocular rental as an amenity.",Great! Let’s proceed with the $12500 package then.,51.267,0.0,0.405,1.0,0.0
45,13,Thanks for the bundle.,"You are the best, I like your deal, thanks.",You're welcome! Is there anything else I can assist you with?,12.137,0.03,0.416,1.0,0.19
46,1,What about Accommodation in Art and Architecture Discovery: Unveiling Masterpieces?,"This package includes Accommodation, Transportation, Meals, and Art and Architecture Guided Tours.","We offer a range of boutique hotels and charming guesthouses in the area, all within walking distance of the key landmarks.",17.724,0.015,0.476,1.0,0.061
46,3,"I want to learn creativity too, please add the amenity Art workshops and Creative classes.","Ok, after adding the amenity Art Workshops and Creative Classes, the final cost would be $11700.","Okay, I’ve added Art workshops and Creative classes to your package.",290.998,0.105,0.612,1.0,0.429
46,5,"I'm sorry, the max limit is $8900.","This package contains many activities that provide a thrilling experience of India's culture, actual price $11700.","Okay, let’s adjust the itinerary to fit your budget.",50.647,0.0,0.398,1.0,0.074
46,7,"Sorry, we can go up to $9100. Since the package contains many activities and it is best to pay more for them, I hope you will agree?","Sir, we cannot go further than $11200, let's go for $10000 or we can go for a package with fewer activities.","Okay, I can adjust the package to fit your budget of $9100. Let’s proceed.",65.182,0.02,0.587,1.0,0.216
46,9,"Sir, $9200 is just to fulfill my minimum budget. I have not looked into other options available, but I am open to other packages of lesser price. Can I have some options?","Sure, you can. We can provide you this option for $9500, which is equivalent to $8200.","Okay, let’s explore some options within your budget. Here are a few packages with fewer activities: 1. Heritage Tour - $7800 2. Cultural Immersion - $8500 3. Spiritual Journey - $9000",15.311,0.0,0.519,1.0,0.044
46,11,"No thanks, I already had the option which was offered to me.","No thanks, if you don't want to add it, then I will recommend you take out the option we were talking about.","Okay, let's explore other options then.",81.449,0.0,0.434,1.0,0.133
46,13,"I want this, I will keep it on $9200.","This package will keep you busy with all the activities and amenities you've requested. I highly recommend keeping this offer, it will make your experience memorable.","Okay, let’s proceed with the package at $9200.",97.109,0.008,0.426,1.0,0.167
46,15,"I will go on a trip only for fun, so please let's close this deal at $9200.",The things you are going to experience are just priceless. We cannot give you the experience you will have with this deal. It is worth $11200.,Great! Let's finalize the booking for $9200 then.,81.115,0.004,0.475,1.0,0.057
46,17,"Sorry, it is too expensive. Can you give a deal for $8800?","Thank you, Sir, but we can't go lower than this price.",Let's see what we can do. We can offer it for $9000.,19.395,0.028,0.466,1.0,0.16
47,1,What about transportation facility in Romantic Escape Honeymoon Package?,Transportation for this package is provided by Private Helicopter tour.,We offer private airport transfers and car rentals.,231.707,0.0,0.559,1.0,0.111
47,3,So how much is this package?,The package will cost you $19000.,"It costs $5,000.",95.398,0.0,0.653,1.0,0.2
47,5,"This is a bit too high for my budget, I want some concession here in $15800.","You are the couple looking for a honeymoon package. This package has Champagne, chocolate, and a couple's spa, you will never feel bored during your tour, so please go one step ahead and increase the budget.","Certainly, let’s see what we can do.",47.168,0.0,0.365,1.0,0.044
47,7,"I am not able to increase the budget anymore, so I want to cancel the deal.","Sorry Sir, you should have given us more notice or maybe a budget with fewer passengers. I'm sure we can go down to this budget for you or if you can let us know how you want to do this.","Okay, I understand. Let me process the cancellation for you.",123.294,0.002,0.506,1.0,0.157
47,9,"I want you to go down to $15800, please tell me how to make this in your budget.","Thanks for your time, hope you will enjoy with this tour package.",Let me check with our team to see if we can adjust the package to fit your budget of $15800. Please wait a moment.,24.241,0.019,0.443,1.0,0.167
48,1,Do we have camping in Adventure Trekking Expedition?,"Yes, we have camping with this package.","Yes, we do!",89.764,0.152,0.564,1.0,0.4
48,3,"Oh! I can go up to $23600, if so then can you give me full itinerary and details?","Package cost is $30800. It can be affordable up to $23600 if you book our package, and you will get everything you want.",Absolutely! Here’s the full itinerary and details: [Itinerary details],131.592,0.008,0.338,1.0,0.061
48,5,"I want to experience camping with friends, please add camping gear in the package.","Ok sir, let??ª?s add camping gear for the tour package, finally the tour cost is $39800.","Okay, I’ll add camping gear to the package. Let me check the details and send you the itinerary.",63.661,0.181,0.525,1.0,0.389
48,7,I can buy this package but I cannot pay more than $32600.,"You know that this package has everything that can provide you with a thrilling experience in the mountain, and for this package, the accommodation is shared, porter service is included in the tour. Now you can easily afford the tour because you don't have to pay extra for accommodation.","Okay, let’s see what we can do. We can adjust the package to fit your budget.",19.955,0.006,0.464,1.0,0.149
48,9,"I want to travel with my own personal guide, and I want the accommodation to be in a 5* hotel, and I also want a private porter service to carry my packages for me.","Considering your requirements, we can offer you a package for $39800.","Okay, let’s upgrade your package to include a personal guide, 5-star hotel accommodation, and a private porter service. The total cost will be $48,000.",15.357,0.023,0.541,1.0,0.158
48,11,I want a package that gives me a good experience for $30900.,"Sir, we can't do with $30900, we are offering you a package for $37300 with more activities included.","Okay, let’s see what we have for you around $30900.",86.532,0.026,0.586,1.0,0.267
48,13,"I do not want to walk on foot in this beautiful tour, please remove the transportation amenity from the package.","You cannot afford more than $0, we respect your budget, therefore we will recommend a better budget option for transportation, which is photography equipment rental. The whole package will cost you only $37300.","Okay, let's remove the transportation amenity. The revised package cost is $37300.",127.812,0.011,0.586,1.0,0.261
48,15,"Ok, I would like to add the transportation services as Photography equipment rental.","Thank you for your kind consent, We are adding the transportation services to your tour package as Photography equipment rental.","Okay, let's add photography equipment rental to the package. The total cost will be $37300.",45.737,0.027,0.541,1.0,0.333
48,17,I want to confirm this tour package with this budget.,I can confirm this tour for $36700.,"Okay, let’s confirm the package with your budget of $37300.",86.979,0.033,0.645,1.0,0.111
48,19,Oh! Ok.,I'm sorry sir but our prices are non-negotiable.,Great! Let's proceed with the booking then.,53.044,0.0,0.41,1.0,0.0
49,1,"Hey! I want to buy this package, what will be the cost of the Cruise Package?","This package has very unique amenities like Kids game room, Themed Parties, Snorkeling Adventure, Casino, Fine Dining Restaurants, and will cost you $70000.","Okay, let's take a look. The cruise package costs $3,500 per person.",19.656,0.011,0.448,1.0,0.108
49,3,Could you tell me about accommodations in the Cruise Package?,"We have two types of accommodation: Luxurious suites with Jacuzzis, Panoramic Balconies, and private bars.",Certainly! The cruise package includes luxurious suites with ocean views and private balconies.,163.192,0.194,0.686,1.0,0.429
49,5,"I like kids to play, please add the Kids game room in the package.","Ok, thanks for adding. After adding the amenity Kids game room, the final cost of the package is $24400.","Okay, I've added the Kids game room to your package. The total cost is now $70000.",45.067,0.12,0.726,1.0,0.5
49,7,"Okay, but I have a budget of $19200, please let me know if you have any package for this amount?","Sir, I do not have any tour package for this budget, what do you say about this offer?",I have a basic package for $19200 with standard rooms.,254.786,0.095,0.501,1.0,0.286
49,9,"Sorry, that's too high for my budget, can you check if you have any package that costs less than $19600? If yes, then please let me know immediately what the offer is.",This package has everything that can provide you a thrilling experience in the mountain. Please reconsider your budget. Since the actual price is $24400.,"Certainly, let me check for you.",173.354,0.0,0.369,1.0,0.067
49,11,"I don't want Snorkeling Adventure, please remove it from the package.","To satisfy your customer, you can remove Snorkeling Adventure from this package, and as an option, we will recommend Casino, which will make this tour cost only $23400.","Okay, removing Snorkeling Adventure. The final cost is $24400.",219.412,0.006,0.617,1.0,0.216
